,content,prob,Sentimental,Date
4331,"Music service providers safe from 's new app: reportShares of local entertainment platforms nosedived this week soon after   announced a new free music streaming service to go with its flagship smart devices, but an analyst report said Friday such impact will be fleeting.The world's No. 1 maker of smartphones said Wednesday it will   2014-09-26",0.7769002318382263,Negative,2014-09-26
4332,"s Shin conspicuous by his absenceBy Kim Yoo-chulShin Jong-kyun,Mobile division chiefShin Jong-kyun, the head of  ' mobile division, has been absent from all major recent events, causing concern in the industry.Shin was always in attendance at major company events, including events to release new flagship products.  2014-09-25",0.900292694568634,Positive,2014-09-25
4335," announces partnership with MSMicrosoft CEO Satya Nadella delivers a keynote speech at this year’s ""Tech Days Korea 2014"" conference at the Grand InterContinental Hotel, southern Seoul, Wednesday. / YonhapTwo technology giants agreed on 'Internet of Things'By Kim Yoo-chul, Bahk Eun-jiMicrosoft (MS) signed an agreement with  2014-09-24",0.7607856392860413,Positive,2014-09-24
4336,"  expects jump in handset salesLee Don-joo, head of strategy marketing at ’s mobile division, introduces the Galaxy Note 4 phablet and Galaxy Note Edge during a launch event in Seocho, southern Seoul, Wednesday. The two Notes will be available from Sept. 26 via all three major Korean carriers. / Yonhap Galaxy Note 4   2014-09-24",0.9401227235794067,Positive,2014-09-24
4338,"Civic group mulls suit against  MotorBy Lee Hyo-sik Motor Group’s 10.55 trillion won bid last week for a prime property in southern Seoul was more than three times the appraised value of the site.Its closest rival,  , offered just a little more than 5 trillion won for the 79,342 square meters of land in S  2014-09-23",0.7027822136878967,Negative,2014-09-23
4339," heir offers olive branch to MSBy Kim Yoo-chulSatya NadellaMicrosoft CEO  Vice Chairman Lee Jae-yong offered an olive branch to visiting Microsoft CEO Satya Nadella, a company official said Tuesday.“The two agreed to peace talks over ongoing patent disputes, and to expand their business partnership,”  2014-09-23",0.7451456785202026,Positive,2014-09-23
4340,", 's conflict deepensBy Bahk Eun-jiA conflict between   and   is escalating.The row was triggered last week by alleged vandalism by  executives on ’s washers during an industry fair in Berlin, Germany earlier this month.In a new twist, the prosecution said it is investigatin  2014-09-22",0.8126493096351624,Negative,2014-09-22
4341,"Unpopular' sports go untelevised, putting sports fans in darkBy Kwon Ji-youn South Korea’s wushu practitioner Lee Ha-sung Saturday gave the country its first gold at the Incheon Asian Games, but few had the chance to actually watch his performance. Most Koreans only learned about his achievement through the news, as no major broadcasters aired the match  2014-09-21",0.9222781658172607,Negative,2014-09-21
4342," Motor's lab may lure competitors' top talentBy Park Si-soo Motor may build a major information technology center in Samseong-dong, southern Seoul, which could draw top talent from leading technology firms such as   and  , say industry experts.Smart cars are emerging as the next “it” item with carmak  2014-09-21",0.9278836250305176,Positive,2014-09-21
4343,"New iPhone may debut in DecemberAn iPhone6 Plus is displayed in the Apple shop in London, Friday, Sept. 19. The new Apple iPhone6 went on sale at the shop, last week. / AP-YonhapBy Bahk Eun-jiThe large-sized iPhone ― the iPhone 6 Plus ― may debut in Korea from December this year with discussions between Apple and the nation's thre  2014-09-21",0.8407237529754639,Positive,2014-09-21
4344," writes 3 times rival bidGroup units write W10.6 tril. for Gangnam lotBy Lee Hyo-sik Motor Group agreed to pay 10.55 trillion won ($10.24 billion) in its winning bid to purchase a prime property in southern Seoul, more than three times the site’s appraised value.The price was also about three times higher than   2014-09-18",0.7446241974830627,Negative,2014-09-18
4345," starts pre-orders for Galaxy Note 4By Bahk Eun-ji  President and head of strategy for the company’s mobile business Lee Don-joo introduces its latest Galaxy Note 4 phablet during an unpacked event at this year’s IFA fair in Berlin, Germany, two weeks ago./ Courtesy of   Electroni  2014-09-18",0.7285215258598328,Positive,2014-09-18
4347," faces 'China storm'Models take a picture using  ' Galaxy Note 4 phablet during the New York Fashion Week, in New York, early this month.  plans to promote the latest device in China to offset concerns over margin profitability due to the rise of budget Chinese smartphone vendors. / Korea Times  2014-09-18",0.7065038084983826,Positive,2014-09-18
4348," Motor to buy KEPCO land for W10.5 tln won Motor Group won the bid to buy the lucrative land asset of the state-run Korea Electric Power Corp. (KEPCO) by offering 10.5 trillion won (US$ 10 billion), the power provider announced Thursday. Motor beat   to buy the 79,345 square meter site, seen as the last sizab  2014-09-18",0.721789538860321,Negative,2014-09-18
4349," Electro unveils 'freezing tag' system in European fairVisitors take a look around a booth installed by  Electro-Mechanics at this year’s Equipmag Fair in Paris, Wednesday./ Courtesy of  Electro-MechanicsBy Kim Yoo-chul Electro-Mechanics said Wednesday that it was in talks with several unnamed leading retailers in Europe to su  2014-09-17",0.7410176396369934,Positive,2014-09-17
4350," or  to win prime Gangnam propertySeen is the 79,342 square meters of land in southern Seoul, owned by Korea Electric Power Corp. (KEPCO).  and  Motor groups are competing to buy the land. The winner will be announced at 10 a.m. today. / YonhapBy Lee Hyo-sikAn intense bidding war over a prime plot of land in southern S  2014-09-17",0.7014951109886169,Negative,2014-09-17
4351," vows to grow Tizen platformParticipants attend the  Open Source Conference at the Grand InterContinental Hotel, southern Seoul, Tuesday. / YonhapBy Kim Yoo-chulIn creating the world’s top smartphone brand,   has relied heavily on Google’s open-based Android platform. With a conference that  2014-09-16",0.7952200770378113,Positive,2014-09-16
4352," unveils new NX1 shooterBy Bahk Eun-jiA visitor tests  ’ new premium camera, the NX1, at the company’s booth at the Photokina Camera Fair in Berlin./ Courtesy of    unveiled the NX1, its new mirror-less smart camera that records 4k video, on Tuesday at the P  2014-09-16",0.864456832408905,Positive,2014-09-16
4353,"Seoul shares up 0.35 pct in late-morning tradeSouth Korean stocks traded 0.35 percent higher late Tuesday morning as some key exporters posted gains, analysts said.The benchmark Korea Composite Stock Price Index (KOSPI) rose 7.08 points to 2,042.9 as of 11:20 a.m.Tech shares such as   and  Display led the rise, gaining 1.08   2014-09-16",0.8515998721122742,Positive,2014-09-16
4354,"Curved sound barA model promotes  ’ new curved sound bar that goes with its curved ultra high definition (UHD) TV at the company’s display room in Seoul, Monday. / Courtesy of  2014-09-15",0.7470751404762268,Positive,2014-09-15
4355,Probe starts for - disputeBy Kim Yoo-chulThe Seoul Central District Prosecutors' Office has started an investigation into allegations by   that several   executives damaged its washing machines at retail stores in Germany.'s head of home appliances Jo Seong-jin is one of the executives facing  2014-09-15,0.8411825299263,Negative,2014-09-15
4356," accuses  of vandalismDivision president referred to prosecution over product damageBy Bahk Eun-ji  said Sunday that it has requested the prosecution to investigate   executives for allegedly damaging some of its washing machines that were displayed at a shopping mall in Berlin, Germany.Sam  2014-09-14",0.9823523163795471,Negative,2014-09-14
4357,"Super Mobility Week aims to become more globalBy Yoon Sung-wonCellular Telecommunication Industry Association (CTIA) Vice President Robert Mesirow talks to journalists at the Sands Expo and Convention Center, the venue for the association’s Super Mobility Week./ Korea Times photo by Yoon Sung-wonLAS VEGAS ― The Cellular Telecommunication   2014-09-14",0.9530807733535767,Positive,2014-09-14
4358,"Absence of chairman overshadows CJ GroupBy Lee Hyo-sikLee Jay-hyunChairman of CJ GroupConcerns are growing over the future of CJ Group, the food and entertainment-focused conglomerate, as its leader’s request to be released from jail was denied. With the absence of its chairman Lee Jay-hyun, the group will likely continue to be pass  2014-09-14",0.855725109577179,Negative,2014-09-14
4359,"Apple joins , , Sony in wearable devices market Gear SApple WatchTechnology giants eye cross-platform, new ecosystemBy Kim Yoo-chulOne of the most important trends in the technology industry is not just selling products but finding ways to unite hardware, software and related services, in order to better integrate the use of technology in  2014-09-14",0.9556401371955872,Positive,2014-09-14
4360," accuses  of vandalizing washing machines  said Sunday it has aed the prosecution to investigate senior officials of its home rival,  , on suspicion of intentionally damaging its products at a shopping mall in Germany.'s petition names Jo Seong-jin, head of 's home appliance division, and a number Young Jin  2014-09-14",0.9373971819877625,Negative,2014-09-14
4361,"CJ chairman given 3-year termCJ Chairman Lee Jay-hyun in a wheelchair enters Seoul High Court, Friday. / YonhapBy Lee Kyung-min An appeals court gave a three-year prison term to CJ Group Chairman Lee Jay-hyun charged with embezzlement and tax evasion, Friday, despite earlier petitions from his relatives at  Group to show  2014-09-12",0.7354514002799988,Negative,2014-09-12
4362,"TV sizes pose viewing problemsThis captured image shows a unit of Insignia-branded TV, which advertises itself as a 40-inch panel with a 16:9 aspect ratio although it actually is a 39.5-inch panel with a 20:11 ratio. / Korea Times fileTaiwan's Innolux faces lawsuit over incorrect screen sizesBy Kim Yoo-chulMajor display panel su  2014-09-12",0.9914014935493469,Negative,2014-09-12
4363,"Seoul shares open higher on tech, autoSouth Korean stocks opened higher Friday on gains in tech firms and automakers, analysts said.The benchmark Korea Composite Stock Price Index (KOSPI) rose 9.62 points, or 0.47 percent, to 2,043.78 in the first 15 minutes of trading.Tech firms led the gain, with market bellwether    2014-09-12",0.8273364901542664,Positive,2014-09-12
